timestamp_unix,target,pid,container_cpu_percent,process_cpu_ticks,vmrss_bytes,vmhwm_bytes,effective_cpu_affinity,cgroup_memory_current_bytes,cgroup_memory_peak_bytes,cgroup_memory_limit_bytes,jvm_heap_available,jvm_heap_used_bytes,jvm_heap_committed_bytes,jvm_heap_max_bytes
1785701567.3287675,hazelcast,23455,0.0,6132,493608960,494096384,2,474042368,476741632,,False,,,
1785701568.3293695,hazelcast,23455,4.8307,6137,493699072,494096384,2,474177536,476741632,,False,,,
1785701569.3298976,hazelcast,23455,5.288,6143,493699072,494096384,2,474185728,476741632,,False,,,
1785701570.3304195,hazelcast,23455,8.2921,6151,493699072,494096384,2,474169344,476741632,,False,,,
1785701571.3312283,hazelcast,23455,10.7859,6158,493699072,494096384,2,474284032,476741632,,False,,,
1785701572.3318045,hazelcast,23455,6.8996,6165,493699072,494096384,2,474284032,476741632,,False,,,
1785701573.332334,hazelcast,23455,8.0389,6173,493699072,494096384,2,474271744,476741632,,False,,,
1785701574.3328662,hazelcast,23455,5.7427,6179,493699072,494096384,2,474271744,476741632,,False,,,
1785701575.3336654,hazelcast,23455,4.5796,6183,493699072,494096384,2,474271744,476741632,,False,,,
1785701576.3342178,hazelcast,23455,5.7984,6189,493699072,494096384,2,474271744,476741632,,False,,,
1785701577.3347192,hazelcast,23455,6.3356,6196,493699072,494096384,2,474271744,476741632,,False,,,
1785701578.335218,hazelcast,23455,7.8458,6204,493699072,494096384,2,474267648,476741632,,False,,,
1785701579.3359287,hazelcast,23455,7.0092,6211,493699072,494096384,2,474267648,476741632,,False,,,
1785701580.33643,hazelcast,23455,7.7232,6218,493699072,494096384,2,474529792,476741632,,False,,,
1785701581.3369439,hazelcast,23455,5.922,6224,493699072,494096384,2,474267648,476741632,,False,,,
1785701582.337437,hazelcast,23455,6.7374,6231,493699072,494096384,2,474267648,476741632,,False,,,
1785701583.3379793,hazelcast,23455,8.3382,6239,493699072,494096384,2,474529792,476741632,,False,,,
1785701584.338501,hazelcast,23455,8.8159,6248,493608960,494096384,2,474144768,476741632,,False,,,
1785701585.3391438,hazelcast,23455,7.1624,6255,493608960,494096384,2,474144768,476741632,,False,,,
1785701586.3399453,hazelcast,23455,7.2263,6263,493608960,494096384,2,474148864,476741632,,False,,,
1785701587.3404512,hazelcast,23455,7.1368,6269,493608960,494096384,2,474144768,476741632,,False,,,
1785701588.340971,hazelcast,23455,5.4081,6274,493608960,494096384,2,474148864,476741632,,False,,,
1785701589.3414993,hazelcast,23455,8.0913,6283,493613056,494096384,2,474152960,476741632,,False,,,
1785701590.3421109,hazelcast,23455,6.3074,6289,493613056,494096384,2,474189824,476741632,,False,,,
1785701591.34271,hazelcast,23455,5.6465,6294,493613056,494096384,2,474284032,476741632,,False,,,
1785701592.3432457,hazelcast,23455,4.6393,6299,493613056,494096384,2,474353664,476741632,,False,,,
1785701593.3437579,hazelcast,23455,5.9366,6306,493613056,494096384,2,474189824,476741632,,False,,,
1785701594.3442595,hazelcast,23455,7.4527,6313,493613056,494096384,2,474189824,476741632,,False,,,
1785701595.344762,hazelcast,23455,7.6177,6321,493613056,494096384,2,474193920,476741632,,False,,,
